item_id,legalbench_task,domain,task_family,ground_truth,expert_prompt_preview
international_citizenship_questions__test__4342,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Nepal. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was t...
international_citizenship_questions__test__4345,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Nepal. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different f...
international_citizenship_questions__test__4351,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Nauru. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so,..."
international_citizenship_questions__test__4371,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Nauru. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under whic..."
international_citizenship_questions__test__4374,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Nauru. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who is a citizen of a specific country...
international_citizenship_questions__test__4386,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of New Zealand. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship,..."
international_citizenship_questions__test__4422,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Oman. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?"
international_citizenship_questions__test__4506,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Panama. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?"
international_citizenship_questions__test__4552,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Peru. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under wh..."
international_citizenship_questions__test__4554,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Philippines. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?"
international_citizenship_questions__test__4557,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Philippines. Does the country have a safeguard that provides for the grant of citizenship to a child of unknown parentage found in the territory and, if so, under which conditi..."
international_citizenship_questions__test__4562,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Philippines. Which residence conditions does the country provide for residence-based acquisition?
international_citizenship_questions__test__4563,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Philippines. Does the country require renunciation or loss of other citizenships for residence- based acquisition?
international_citizenship_questions__test__4673,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Poland. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which co..."
international_citizenship_questions__test__4741,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Portugal. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which ..."
international_citizenship_questions__test__4803,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Qatar. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?
international_citizenship_questions__test__4808,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Qatar. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, unde..."
international_citizenship_questions__test__4861,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Russia. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so..."
international_citizenship_questions__test__4889,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Russia. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different ...
international_citizenship_questions__test__4915,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Rwanda. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under whi..."
international_citizenship_questions__test__5038,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Singapore. Which residence conditions does the country provide for residence-based acquisition?
international_citizenship_questions__test__5107,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Sierra Leone. Does the country require renunciation or loss of other citizenships for residence- based acquisition?
international_citizenship_questions__test__5138,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of El Salvador. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions..."
international_citizenship_questions__test__5147,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of El Salvador. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions..."
international_citizenship_questions__test__5155,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of El Salvador. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?"
international_citizenship_questions__test__5168,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Somalia. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and..."
international_citizenship_questions__test__5180,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Somalia. Does the country provide for acquisition of citizenship by a person who as a minor has had a certain period of residence or schooling in the country and, if so, under ..."
international_citizenship_questions__test__5183,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Somalia. Does the country provide for acquisition of citizenship by a person who is adopted by a citizen, or cared for by a similar legal arrangement, and, if so, under which c..."
international_citizenship_questions__test__5310,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Suriname. Which residence conditions does the country provide for residence-based acquisition?
international_citizenship_questions__test__5313,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Suriname. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?
international_citizenship_questions__test__5413,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Sweden. Does the country require renunciation or loss of other citizenships for residence- based acquisition?
international_citizenship_questions__test__5514,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Syria. Which residence conditions does the country provide for residence-based acquisition?
international_citizenship_questions__test__5539,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Chad. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?"
international_citizenship_questions__test__5559,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Chad. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?"
international_citizenship_questions__test__5573,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Togo. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?"
international_citizenship_questions__test__5574,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Togo. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?"
international_citizenship_questions__test__5635,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Tajikistan. Does the country provide for facilitated acquisition of citizenship (on easier terms than residence-based acquisition) by a person who has resided in the country fo...
international_citizenship_questions__test__5804,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Tunisia. Does the country provide for citizen of a country in good acquisition or recognition of citizenship in case of a person who has acted as a citizen in good faith or was...
international_citizenship_questions__test__5820,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Turkey. Which residence conditions does the country provide for residence-based acquisition?
international_citizenship_questions__test__5881,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Taiwan. Does the country provide for a child to acquire citizenship based on birth in the territory irrespective of the citizenship and birthplace of his/her parents and, if so..."
international_citizenship_questions__test__5925,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Tanzania. Does the country require the demonstration of civic knowledge or cultural integration for residence-based acquisition?
international_citizenship_questions__test__5930,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Tanzania. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, u..."
international_citizenship_questions__test__5947,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Uganda. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?"
international_citizenship_questions__test__5977,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Uganda. Does the country provide specific conditions for the acquisition of citizenship by a person in its territory who is stateless or of undetermined citizenship (different ...
international_citizenship_questions__test__6065,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of United States of America. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under whi..."
international_citizenship_questions__test__6118,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Saint Vincent and the Grenadines. Does the country permit a parent to confer his or her citizenship on a child born abroad and, if so, under which conditions?"
international_citizenship_questions__test__6126,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Saint Vincent and the Grenadines. Which residence conditions does the country provide for residence-based acquisition?
international_citizenship_questions__test__6201,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Vietnam. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?"
international_citizenship_questions__test__6209,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Vietnam. Does the country provide for reacquisition of citizenship by a former citizen, and, if so, under which conditions?"
international_citizenship_questions__test__6216,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Vietnam. Does the country provide for acquisition of citizenship by a person who has special achievements and, if so, under which conditions?"
international_citizenship_questions__test__6224,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Vanuatu. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child and, if so, under which conditions?"
international_citizenship_questions__test__6227,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Vanuatu. Does the country provide for period of residence in a residence-based acquisition?
international_citizenship_questions__test__6252,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Vanuatu. Does the country provide for acquisition of citizenship by a person who makes a specific payment or invests a substantial sum of money in the country and, if so, under..."
international_citizenship_questions__test__6304,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Kosovo. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, und..."
international_citizenship_questions__test__6396,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Zambia. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?"
international_citizenship_questions__test__6482,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Angola. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions..."
international_citizenship_questions__test__6484,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Angola. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__6537,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Armenia. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at b...
international_citizenship_questions__test__6543,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Armenia. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which co..."
international_citizenship_questions__test__6570,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Australia. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepr...
international_citizenship_questions__test__6572,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Australia. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditi..."
international_citizenship_questions__test__6596,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Azerbaijan. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions?"
international_citizenship_questions__test__6615,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Burundi. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepres...
international_citizenship_questions__test__6658,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Burkina Faso. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of c..."
international_citizenship_questions__test__6669,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Bangladesh. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?"
international_citizenship_questions__test__6735,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Bosnia and Herzegovina. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fra...
international_citizenship_questions__test__6868,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Central African Republic. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or who..."
international_citizenship_questions__test__6873,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Central African Republic. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if s..."
international_citizenship_questions__test__6912,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Chile. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at bir...
international_citizenship_questions__test__6916,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Chile. Does the country provide for involuntary loss of citizenship by a person who acquired or retained citizenship on the condition that he or she renounced another citizensh...
international_citizenship_questions__test__6924,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of China. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?"
international_citizenship_questions__test__6930,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of China. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepresen...
international_citizenship_questions__test__6932,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of China. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions?"
international_citizenship_questions__test__6939,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Cote dIvoire. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?"
international_citizenship_questions__test__7019,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Comoros. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which cond..."
international_citizenship_questions__test__7062,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Cuba. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at birt...
international_citizenship_questions__test__7123,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Djibouti. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citiz..."
international_citizenship_questions__test__7177,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Algeria. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?"
international_citizenship_questions__test__7260,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Estonia. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepres...
international_citizenship_questions__test__7350,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Gabon. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepresen...
international_citizenship_questions__test__7359,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of United Kingdom. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?"
international_citizenship_questions__test__7397,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Ghana. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions?"
international_citizenship_questions__test__7428,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Gambia. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which con..."
international_citizenship_questions__test__7433,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Guinea Bissau. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?"
international_citizenship_questions__test__7454,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Equatorial Guinea. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under ..."
international_citizenship_questions__test__7491,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Grenada. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship as a foundling, on the basis of apparent status as a citizen, or as a..."
international_citizenship_questions__test__7508,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Guyana. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?"
international_citizenship_questions__test__7517,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Guyana. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditions..."
international_citizenship_questions__test__7527,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Honduras. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at ...
international_citizenship_questions__test__7573,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Hungary. Does the country provide for involuntary loss of citizenship by a person who is disloyal to the country, whose conduct is considered treasonous or whose loss of citize..."
international_citizenship_questions__test__7579,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Hungary. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__7651,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Iraq. Does the country provide for involuntary loss of citizenship by a person who acquired or retained citizenship on the condition that he or she renounced another citizenshi...
international_citizenship_questions__test__7668,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Iceland. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which co..."
international_citizenship_questions__test__7744,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Japan. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__7749,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Kazakhstan. Does the country provide for involuntary loss of citizenship by a person who renders military service to a foreign country and, if so, under which conditions?"
international_citizenship_questions__test__7787,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Kyrgyzstan. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which condit..."
international_citizenship_questions__test__7811,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Kiribati. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions?"
international_citizenship_questions__test__7886,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Lebanon. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions?"
international_citizenship_questions__test__7953,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Liechtenstein. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under wh..."
international_citizenship_questions__test__7956,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Liechtenstein. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship as a foundling, on the basis of apparent status as a citizen, o..."
international_citizenship_questions__test__7962,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Sri Lanka. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired at...
international_citizenship_questions__test__7973,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Lesotho. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?"
international_citizenship_questions__test__8005,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Luxembourg. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which condition..."
international_citizenship_questions__test__8085,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Mexico. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misreprese...
international_citizenship_questions__test__8179,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Montenegro. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__8201,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Mozambique. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions?"
international_citizenship_questions__test__8238,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Mauritius. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which ..."
international_citizenship_questions__test__8279,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Namibia. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which cond..."
international_citizenship_questions__test__8288,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Niger. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?"
international_citizenship_questions__test__8317,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Nicaragua. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?"
international_citizenship_questions__test__8320,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Nicaragua. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which conditions..."
international_citizenship_questions__test__8348,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Norway. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?"
international_citizenship_questions__test__8423,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Pakistan. Does the country provide for involuntary loss of citizenship because of residence abroad and, if so, under which conditions?"
international_citizenship_questions__test__8479,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Philippines. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__8565,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Paraguay. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepre...
international_citizenship_questions__test__8645,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Saudi Arabia. Does the country provide for involuntary loss of citizenship by a person who is adopted by or in legal guardianship of a citizen of another country and, if so, un..."
international_citizenship_questions__test__8669,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Senegal. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which cond..."
international_citizenship_questions__test__8689,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Singapore. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__8701,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Solomon Islands. Does the country provide for involuntary loss of citizenship by a person who acquired or retained citizenship on the condition that he or she renounced another...
international_citizenship_questions__test__8727,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of El Salvador. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship at birth and does not renounce another citizenship also acquired ...
international_citizenship_questions__test__8751,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Somalia. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship as a foundling, on the basis of apparent status as a citizen, or as a..."
international_citizenship_questions__test__8785,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Sao Tome and Principe. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under whic..."
international_citizenship_questions__test__8786,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Sao Tome and Principe. Does the country provide for involuntary loss of citizenship by a person who acquires a foreign citizenship and, if so, under which conditions?"
international_citizenship_questions__test__8797,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Suriname. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?"
international_citizenship_questions__test__8808,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Suriname. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which c..."
international_citizenship_questions__test__8830,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Slovenia. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which conditions?"
international_citizenship_questions__test__8834,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Slovenia. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which con..."
international_citizenship_questions__test__8835,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Slovenia. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepre...
international_citizenship_questions__test__8837,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Slovenia. Does the country provide for involuntary loss of citizenship by a person one or both of whose parents lose citizenship of the country and, if so, under which conditio..."
international_citizenship_questions__test__8856,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Sweden. Does the country provide for involuntary loss of citizenship by a person who acquired citizenship as a foundling, on the basis of apparent status as a citizen, or as a ..."
international_citizenship_questions__test__8883,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Seychelles. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which..."
international_citizenship_questions__test__8928,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Togo. Does the country provide for involuntary loss of citizenship by a person whose spouse or registered partner loses citizenship of the country and, if so, under which condi..."
international_citizenship_questions__test__8935,international_citizenship_questions,citizenship_status,citizenship_status,Yes,"Consider the country of Tajikistan. Does the country provide for involuntary loss of citizenship by a person who renders (non- military) services to a foreign country and, if so, under which condition..."
international_citizenship_questions__test__9007,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Tunisia. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?"
international_citizenship_questions__test__9016,international_citizenship_questions,citizenship_status,citizenship_status,No,Consider the country of Tunisia. Does the country provide for involuntary loss of citizenship by a person who acquired or retained citizenship on the condition that he or she renounced another citizen...
international_citizenship_questions__test__9044,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Tuvalu. Does the country provide for involuntary loss of citizenship by a person who commits (criminal) offences (other than those covered in L07) and, if so, under which condi..."
international_citizenship_questions__test__9064,international_citizenship_questions,citizenship_status,citizenship_status,No,"Consider the country of Taiwan. Does the country provide for involuntary loss of citizenship by a person whose descent from a citizen is annulled and, if so, under which conditions?"
international_citizenship_questions__test__9075,international_citizenship_questions,citizenship_status,citizenship_status,Yes,Consider the country of Tanzania. Does the country provide for involuntary loss of citizenship by a person who has acquired citizenship or been recognised as a citizen as a result of fraud or misrepre...
